VOLUME,MAX_SPHERE,EQ_SPHERE,MIN_AXIS,MAX_AXIS,SPHERICITY,ASPECT_RATIO,Extent
2.398979125e+06,3.620414341e+02,1.660896674e+02,5.000000000e-01,5.000000000e-01,2.179795045e+00,1.000000000e+00,2.998723906e-01
1.250000000e-01,2.560000000e+02,6.203504909e-01,5.000000000e-01,1.079533112e+00,4.126699402e+02,4.631631901e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.105765409e+00,0.000000000e+00,4.521754758e-01,1.000000000e+00
1.250000000e-01,2.560000000e+02,6.203504909e-01,5.000000000e-01,1.105765409e+00,4.126699402e+02,4.521754758e-01,1.000000000e+00
1.250000000e-01,2.560000000e+02,6.203504909e-01,5.000000000e-01,1.028778152e+00,4.126699402e+02,4.860134315e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.068968312e+00,0.000000000e+00,4.677407127e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.068968312e+00,0.000000000e+00,4.677407127e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.068968312e+00,0.000000000e+00,4.677407127e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.068968312e+00,0.000000000e+00,4.677407127e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.068968312e+00,1.611991954e+00,4.677407127e-01,1.000000000e+00
1.250000000e-01,2.560019531e+02,6.203504909e-01,5.000000000e-01,1.068968312e+00,4.126730886e+02,4.677407127e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.011447795e+00,0.000000000e+00,4.943408869e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.011447795e+00,0.000000000e+00,4.943408869e-01,1.000000000e+00
1.250000000e-01,2.560000000e+02,6.203504909e-01,5.000000000e-01,1.011447795e+00,4.126699402e+02,4.943408869e-01,1.000000000e+00
5.000000000e-01,1.000000000e+00,9.847450218e-01,5.000000000e-01,1.575938415e+00,1.015491298e+00,3.172712811e-01,6.666666667e-01
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.057264542e+00,0.000000000e+00,4.729185366e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.057264542e+00,0.000000000e+00,4.729185366e-01,1.000000000e+00
1.250000000e-01,2.560019531e+02,6.203504909e-01,5.000000000e-01,1.057264542e+00,4.126730886e+02,4.729185366e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.057080683e+00,0.000000000e+00,4.730007917e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.057080683e+00,0.000000000e+00,4.730007917e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.057080683e+00,0.000000000e+00,4.730007917e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.057080683e+00,1.611991954e+00,4.730007917e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.057080683e+00,0.000000000e+00,4.730007917e-01,1.000000000e+00
1.250000000e-01,2.560019531e+02,6.203504909e-01,5.000000000e-01,1.057080683e+00,4.126730886e+02,4.730007917e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.022803670e+00,0.000000000e+00,4.888523719e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.022803670e+00,0.000000000e+00,4.888523719e-01,1.000000000e+00
1.250000000e-01,2.560019531e+02,6.203504909e-01,5.000000000e-01,1.022803670e+00,4.126730886e+02,4.888523719e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.056063122e+00,1.611991954e+00,4.734565477e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.056063122e+00,0.000000000e+00,4.734565477e-01,1.000000000e+00
1.250000000e-01,2.560019531e+02,6.203504909e-01,5.000000000e-01,1.056063122e+00,4.126730886e+02,4.734565477e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.043423265e+00,0.000000000e+00,4.791919222e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.043423265e+00,1.611991954e+00,4.791919222e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.043423265e+00,1.611991954e+00,4.791919222e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.043423265e+00,0.000000000e+00,4.791919222e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.043423265e+00,0.000000000e+00,4.791919222e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.043423265e+00,1.611991954e+00,4.791919222e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.043423265e+00,1.611991954e+00,4.791919222e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.043423265e+00,0.000000000e+00,4.791919222e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.043423265e+00,0.000000000e+00,4.791919222e-01,1.000000000e+00
2.500000000e-01,1.000000000e+00,7.815926418e-01,5.000000000e-01,1.189087207e+00,1.279438862e+00,4.204906058e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.043423265e+00,0.000000000e+00,4.791919222e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.043423265e+00,0.000000000e+00,4.791919222e-01,1.000000000e+00
2.500000000e-01,2.560000000e+02,7.815926418e-01,5.000000000e-01,1.189087207e+00,3.275363486e+02,4.204906058e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.044653488e+00,0.000000000e+00,4.786276080e-01,1.000000000e+00
1.250000000e-01,2.560000000e+02,6.203504909e-01,5.000000000e-01,1.044653488e+00,4.126699402e+02,4.786276080e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.053254511e+00,1.611991954e+00,4.747190680e-01,1.000000000e+00
1.250000000e-01,2.560000000e+02,6.203504909e-01,5.000000000e-01,1.053254511e+00,4.126699402e+02,4.747190680e-01,1.000000000e+00
2.500000000e-01,0.000000000e+00,7.815926418e-01,5.000000000e-01,1.039121774e+00,0.000000000e+00,4.811755586e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.039121774e+00,0.000000000e+00,4.811755586e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.039121774e+00,1.611991954e+00,4.811755586e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.039121774e+00,1.611991954e+00,4.811755586e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.039121774e+00,0.000000000e+00,4.811755586e-01,1.000000000e+00
1.250000000e-01,2.560019531e+02,6.203504909e-01,5.000000000e-01,1.039121774e+00,4.126730886e+02,4.811755586e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.059473130e+00,1.611991954e+00,4.719326862e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.059473130e+00,1.611991954e+00,4.719326862e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.059473130e+00,0.000000000e+00,4.719326862e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.059473130e+00,0.000000000e+00,4.719326862e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.059473130e+00,1.611991954e+00,4.719326862e-01,1.000000000e+00
2.500000000e-01,2.560000000e+02,7.815926418e-01,5.000000000e-01,1.137810720e+00,3.275363486e+02,4.394404018e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.087855276e+00,0.000000000e+00,4.596199615e-01,1.000000000e+00
2.500000000e-01,2.560019531e+02,7.815926418e-01,5.000000000e-01,5.000000000e-01,3.275388475e+02,1.000000000e+00,5.000000000e-01
1.250000000e-01,2.560000000e+02,6.203504909e-01,5.000000000e-01,1.071001978e+00,4.126699402e+02,4.668525458e-01,1.000000000e+00
1.250000000e-01,2.560019531e+02,6.203504909e-01,5.000000000e-01,1.086400068e+00,4.126730886e+02,4.602356119e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.060638234e+00,0.000000000e+00,4.714142713e-01,1.000000000e+00
1.250000000e-01,2.560000000e+02,6.203504909e-01,5.000000000e-01,1.060638234e+00,4.126699402e+02,4.714142713e-01,1.000000000e+00
1.250000000e-01,1.000000000e+00,6.203504909e-01,5.000000000e-01,1.028361178e+00,1.611991954e+00,4.862104977e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.028361178e+00,0.000000000e+00,4.862104977e-01,1.000000000e+00
1.250000000e-01,2.560019531e+02,6.203504909e-01,5.000000000e-01,1.028361178e+00,4.126730886e+02,4.862104977e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.050340699e+00,0.000000000e+00,4.760360142e-01,1.000000000e+00
1.250000000e-01,0.000000000e+00,6.203504909e-01,5.000000000e-01,1.050340699e+00,0.000000000e+00,4.760360142e-01,1.000000000e+00
1.250000000e-01,2.560000000e+02,6.203504909e-01,5.000000000e-01,1.050340699e+00,4.126699402e+02,4.760360142e-01,1.000000000e+00
2.500000000e-01,2.560019531e+02,7.815926418e-01,5.000000000e-01,1.020978087e+00,3.275388475e+02,4.897264756e-01,1.000000000e+00
